"MouseID","DYRK1A_N","ITSN1_N","BDNF_N","NR1_N","NR2A_N","pAKT_N","pBRAF_N","pCAMKII_N","pCREB_N","pELK_N","pERK_N","pJNK_N","PKCA_N","pMEK_N","pNR1_N","pNR2A_N","pNR2B_N","pPKCAB_N","pRSK_N","AKT_N","BRAF_N","CAMKII_N","CREB_N","ELK_N","ERK_N","GSK3B_N","JNK_N","MEK_N","TRKA_N","RSK_N","APP_N","Bcatenin_N","SOD1_N","MTOR_N","P38_N","pMTOR_N","DSCR1_N","AMPKA_N","NR2B_N","pNUMB_N","RAPTOR_N","TIAM1_N","pP70S6_N","NUMB_N","P70S6_N","pGSK3B_N","pPKCG_N","CDK5_N","S6_N","ADARB1_N","AcetylH3K9_N","RRP1_N","BAX_N","ARC_N","ERBB4_N","nNOS_N","Tau_N","GFAP_N","GluR3_N","GluR4_N","IL1B_N","P3525_N","pCASP9_N","PSD95_N","SNCA_N","Ubiquitin_N","pGSK3B_Tyr216_N","SHH_N","BAD_N","BCL2_N","pS6_N","pCFOS_N","SYP_N","H3AcK18_N","EGR1_N","H3MeK4_N","CaNA_N","Genotype","Treatment","Behavior"
"3415_9","0.508724832","0.655302013","0.30590604","2.415704698","4.33852349","0.206711409","0.154362416","3.82966443","0.173959732","1.430067114","0.690604027","0.288724832","0.340939597","0.231275168","0.882013423","0.827651007","1.615302013","2.094228188","0.488724832","0.657583893","0.419731544","0.326577181","0.151946309","1.113825503","2.408993289","1.314496644","0.22295302","0.240134228","0.666979866","0.135436242","0.379463087","2.090067114","0.298120805","0.465234899","0.42295302","0.712885906","0.532885906","0.373691275","0.563892617","0.341879195","0.293691275","0.38966443","0.381208054","0.19365106","0.844375576","0.160901248","2.050590502","0.287461261","0.418376748","1.472317615","0.11273976","0.156713293","0.178993216","0.125052349","0.164837926","0.18234358","0.188709272","0.124884831","0.261998492","0.120110562","0.539241142","0.354636067","1.603484379","2.430856856","0.158891029","1.188122958","0.98215931","0.241645029","0.147834827","0.113326074","0.125052349","0.130161655","0.441829299","0.119859285","0.167853254","0.156126979","1.509004104","Control","Memantine","C/S"
"3415_10","0.408176509","0.543640493","0.266223232","2.029688514","3.387410772","0.215282284","0.162394549","3.07495133","0.147955873","1.165639195","0.602693056","0.288935756","0.288935756","0.247566515","0.739130435","0.647306944","1.356748864","1.74578196","0.463984426","0.55110318","0.427968851","0.297534069","0.162556781","0.804510058","1.881083712","1.160123297","0.228098637","0.238481506","0.614049319","0.14633355","0.329331603","1.704737184","0.261680727","0.43559377","0.401687216","0.647631408","0.488481506","0.328033744","0.549156392","0.325438027","0.304510058","0.387086308","0.399578196","0.168887963","0.735422741","0.139629321","2.045085381","0.256768013","0.359329446","1.273323615","0.090483132","0.129216993","0.152332362","0.111411912","0.158267389","0.172636401","0.164618909","0.10849646","0.246251562","0.106309871","0.529154519","0.311120367","1.382548938","2.243440233","0.150249896","1.040712203","0.895980841","0.228342357","0.144002499","0.107351104","0.111411912","0.121095377","0.37151187","0.103810912","0.159412745","0.165660142","1.397438567","Control","Memantine","C/S"
"3415_11","0.417777056","0.548098798","0.262430939","2.000487488","3.459701007","0.216769581","0.173220669","3.028924277","0.165420864","1.157621059","0.617322067","0.29720507","0.309554761","0.245856354","0.757718557","0.647546311","1.341403965","1.75040624","0.471075723","0.583847904","0.388852779","0.291680208","0.168183295","0.822554436","1.928826779","1.138284043","0.23480663","0.262755931","0.594247644","0.124471888","0.369028274","1.725544361","0.269418265","0.445726357","0.43678908","0.676633084","0.504874878","0.33279168","0.544848879","0.335229119","0.312317192","0.39519012","0.393565161","0.172708333","0.712916667","0.149166667","2.053020833","0.2634375","0.374270833","1.206770833","0.100833333","0.142708333","0.161875","0.125","0.165416667","0.18","0.165520833","0.121979167","0.232604167","0.103958333","0.529583333","0.331041667","1.4028125","2.240625","0.1759375","1.103958333","0.921458333","0.24125","0.161145833","0.117291667","0.125","0.135520833","0.356979167","0.115104167","0.1709375","0.174166667","1.388229167","Control","Memantine","C/S"
"3415_12","0.42913257","0.563175123","0.258428805","2.028150573","3.542553191","0.214075286","0.176759411","3.165139116","0.167430442","1.217675941","0.579214403","0.300490998","0.315548282","0.286579378","0.753027823","0.659574468","1.331587561","1.717675941","0.476759411","0.546644845","0.361538462","0.304091653","0.163011457","0.89787234","1.912602291","1.125204583","0.231914894","0.241571195","0.60294599","0.132733224","0.334042553","1.714238953","0.271522095","0.44599018","0.425040917","0.639443535","0.50589198","0.356301146","0.528641571","0.34304419","0.322094926","0.399509002","0.426186579","0.170544268","0.777029161","0.153489841","2.039267291","0.264448889","0.365617433","1.315717444","0.104642594","0.144752079","0.162438151","0.131592799","0.167386041","0.184861564","0.17433414","0.128434572","0.245604801","0.105695336","0.540372671","0.328245078","1.444467839","2.24781556","0.172228656","1.133803558","0.937467102","0.243078219","0.167912412","0.120960101","0.131592799","0.143067691","0.371618065","0.118222971","0.171070639","0.173702495","1.405726919","Control","Memantine","C/S"
"3415_13","0.367629118","0.504473363","0.261285075","1.892842619","3.061813745","0.216348109","0.165514437","2.479869866","0.135217568","1.034973566","0.545140301","0.279178528","0.282025214","0.23546157","0.718788125","0.592313949","1.239528264","1.641724278","0.461163074","0.557340382","0.346685645","0.278161854","0.143757625","0.676087841","1.687474583","1.023383489","0.2350549","0.217974786","0.564457096","0.154941033","0.353599024","1.543920293","0.267385116","0.465433103","0.474989833","0.696827979","0.368849126","0.354005693","0.524603497","0.349328996","0.293005287","0.411142741","0.473769825","0.153103115","0.344119778","0.099975851","1.875875392","0.244506158","0.226273847","0.715044675","0.060613378","0.13921758","0.072325525","0.067254286","0.100217339","0.099734364","0.096232794","0.08971263","0.138734605","0.073291475","0.352934074","0.207437817","0.853175561","1.331924656","0.109273122","0.750664091","0.577396764","0.162641874","0.107099734","0.080656846","0.067254286","0.092972712","0.273363922","0.079690896","0.121468244","0.101787008","0.820333253","Control","Memantine","C/S"
"3415_14","0.378987241","0.465510367","0.261164274","1.900917065","3.016347687","0.212719298","0.176834131","2.523923445","0.137958533","1.015749601","0.513755981","0.279904306","0.29685008","0.255183413","0.725877193","0.586523126","1.237240829","1.489433812","0.463317384","0.547448166","0.295055821","0.264752791","0.134968102","0.746012759","1.635366826","0.989433812","0.196770335","0.185207337","0.547248804","0.122208931","0.349082935","1.593700159","0.27053429","0.452751196","0.470893142","0.687998405","0.519936204","0.347089314","0.576953748","0.344098884","0.331140351","0.41407496","0.518141946","0.148065125","0.359249646","0.109249646","1.843912223","0.23666824","0.244690892","0.716493629","0.066186881","0.149126947","0.116918358","0.076805097","0.108305805","0.112553091","0.099693252","0.103704578","0.135913167","0.080344502","0.370339783","0.212954224","0.897475224","1.345681925","0.11833412","0.811821614","0.60512034","0.176852289","0.109367626","0.084473808","0.076805097","0.142402076","0.260146295","0.089664936","0.137446909","0.115148655","0.788461538","Control","Memantine","C/S"
"3415_15","0.373648378","0.471165398","0.257909491","1.860032038","2.938526231","0.218261914","0.150380457","2.610132159","0.142571085","1.020024029","0.492591109","0.276131358","0.298157789","0.25030036","0.718061674","0.5969163","1.213055667","1.727673208","0.476571886","0.540448538","0.317180617","0.255106127","0.166199439","0.761914297","1.571886264","1.012615138","0.210052062","0.18782539","0.546856227","0.130556668","0.352823388","1.494393272","0.260913096","0.482979575","0.475770925","0.65999199","0.504405286","0.357829395","0.573888666","0.334601522","0.341409692","0.419703644","0.485182219","0.149576221","0.471171064","0.125462576","1.843738809","0.23779396","0.264653217","0.840754447","0.075564044","0.159842426","0.102303927","0.084397756","0.117225737","0.119493852","0.100155187","0.118180733","0.128208189","0.072579682","0.374955235","0.224662767","0.971588874","1.321952966","0.136325654","0.856870001","0.640921571","0.183717321","0.114599499","0.093947714","0.084397756","0.149337472","0.277665035","0.086785245","0.126536946","0.112689507","0.790975289","Control","Memantine","C/S"
"3499_1","0.452427356","0.641389086","0.349929128","2.728649894","4.190910702","0.192948264","0.190733522","3.522324592","0.233965273","1.391743444","0.616672573","0.302533664","0.38253012","0.278260099","0.930545712","0.714121191","1.692682495","1.998405386","0.45667966","0.719613749","0.303951099","0.342044649","0.151311127","1.711995039","3.193745571","1.314138909","0.238837704","0.270907158","0.760542169","0.152639972","0.416991495","2.700655563","0.312189936","0.459957477","0.411144578","0.730776045","0.516477675","0.395021262","0.537119064","0.377126152","0.27303331","0.381909993","0.258858965","0.220938806","1.057311379","0.151388548","2.533202261","0.301794053","0.620987958","1.077758663","0.351830917","0.140329319","0.176259523","0.114622757","0.150405505","0.200196609","0.202457606","0.109953305","0.248808061","0.136102236","0.522339641","0.346325879","1.657213074","2.284541656","0.138805603","1.078348489","0.873433276","0.222904891","0.131481937","0.102138117","0.114622757","0.107643156","0.479429835","0.174735807","0.1375768","0.152813959","1.633226837","Control","Memantine","C/S"
"3499_2","0.458423717","0.672451193","0.355206074","2.716106291","4.379067245","0.200289226","0.170281996","3.55269342","0.237075199","1.435285611","0.642353579","0.304501085","0.3890094","0.246023138","0.954718004","0.737075199","1.723336949","2.157357195","0.442877802","0.730838756","0.318962401","0.340925524","0.161966739","1.779284165","3.25840564","1.324927693","0.246655821","0.314804772","0.775849602","0.154826464","0.442606652","2.719902386","0.322758496","0.468546638","0.413774403","0.737346349","0.54428778","0.394432393","0.556399132","0.370842372","0.275849602","0.387292119","0.25840564","0.217492148","1.076781831","0.156172989","2.353032133","0.300314086","0.602609326","1.163759362","0.334621889","0.146895385","0.178835468","0.11988403","0.154868326","0.204058951","0.205411935","0.112780865","0.237641942","0.136506403","0.498332931","0.347571877","1.592703552","2.250495289","0.151244262","1.110316502","0.903116695","0.240541194","0.13351051","0.105339454","0.11988403","0.113505678","0.445759845","0.171732302","0.1420633","0.152452283","1.582556173","Control","Memantine","C/S"
"3499_3","0.451128496","0.642658034","0.362377484","2.714953691","4.443305458","0.197284417","0.162485388","3.620088122","0.236309684","1.452926895","0.630608758","0.301411744","0.380631238","0.24844888","0.972394569","0.724934808","1.712705692","2.214818811","0.439169139","0.736894164","0.31220214","0.350508048","0.15709019","1.748403921","3.264904235","1.346371729","0.245031922","0.266253035","0.78149447","0.160507149","0.429367863","2.707490334","0.317687258","0.442676018","0.419746426","0.724035608","0.53133711","0.396996673","0.542487186","0.37352756","0.273086953","0.393130114","0.248179121","0.215791791","1.134680299","0.161489164","2.426300083","0.30477961","0.623012573","1.252923047","0.348759845","0.14573651","0.177437503","0.118829803","0.157820068","0.207475172","0.212024852","0.11339954","0.245193484","0.139327822","0.523995891","0.362506727","1.601829656","2.280221124","0.14270339","1.136001174","0.906707108","0.232278264","0.133310503","0.105425371","0.118829803","0.11452473","0.44444988","0.168387065","0.139376743","0.15371068","1.567437992","Control","Memantine","C/S"
"3499_4","0.355667789","0.518294052","0.302132435","2.385072952","3.706285073","0.216161616","0.151851852","3.524130191","0.201795735","1.188888889","0.455555556","0.284511785","0.355443322","0.228956229","0.881257015","0.620538721","1.487093154","2.071156004","0.479573513","0.61043771","0.295510662","0.300224467","0.143771044","1.301683502","2.592929293","1.22312009","0.221436588","0.233333333","0.675982043","0.145903479","0.371492705","2.24365881","0.280583614","0.414702581","0.38372615","0.681032548","0.485521886","0.329068462","0.51627385","0.333333333","0.256565657","0.347811448","0.383950617","0.189204368","0.930795632","0.144024961","2.47850234","0.288299532","0.578658346","0.95201248","0.301778471","0.133042122","0.170483619","0.104087363","0.147831513","0.179843994","0.181154446","0.106583463","0.250234009","0.12474259","0.539095164","0.32024961","1.514134165","2.202371295","0.125179407","1.021840874","0.872199688","0.230390016","0.136224649","0.101591264","0.104087363","0.106833073","0.458096724","0.173354134","0.144212168","0.149079563","1.606365055","Control","Memantine","C/S"
"3499_5","0.353473637","0.549558724","0.308327676","2.426567097","3.817040054","0.198121747","0.154559855","3.606358905","0.197103417","1.199932111","0.439239647","0.280945915","0.357207513","0.228332202","0.861054537","0.623783661","1.507580901","2.138719167","0.482348948","0.5990043","0.291242363","0.304933243","0.143358226","1.286716452","2.610997963","1.275288527","0.227766463","0.228558497","0.669947952","0.144715999","0.379497624","2.296899751","0.293957909","0.423625255","0.384928717","0.677868296","0.497171306","0.323942068","0.525684544","0.334125368","0.254582485","0.343177189","0.401900883","0.18743513","0.970633128","0.145918554","2.412113072","0.279198974","0.574760364","1.027901581","0.301972037","0.131937237","0.169241101","0.109347335","0.156358752","0.185054033","0.183161365","0.108553636","0.255387997","0.130594053","0.52103303","0.310458514","1.536723854","2.209231333","0.135478356","1.051834666","0.893277978","0.225044264","0.13505098","0.100433482","0.109347335","0.113254777","0.412845717","0.157152451","0.139935283","0.147383845","1.396849625","Control","Memantine","C/S"
"3499_6","0.357393768","0.550141643","0.306515581","2.428668555","3.843512748","0.20101983","0.154334278","3.597620397","0.194107649","1.188895184","0.460963173","0.287025496","0.356260623","0.225495751","0.869575071","0.622096317","1.512974504","2.145155807","0.474334278","0.612464589","0.295864023","0.303116147","0.142889518","1.289518414","2.599773371","1.262096317","0.23082153","0.229688385","0.686458924","0.143002833","0.383229462","2.296430595","0.292351275","0.427988669","0.354447592","0.668215297","0.508895184","0.333824363","0.511614731","0.336203966","0.251444759","0.348215297","0.377563739","0.188050081","0.995723317","0.149931821","2.418866989","0.283562663","0.586959217","1.126379075","0.306309657","0.141936284","0.167720342","0.111131771","0.157059626","0.186190653","0.200012396","0.110449981","0.252510227","0.132391224","0.519152101","0.325709681","1.539729763","2.237944713","0.129788025","1.036506756","0.907710425","0.222387505","0.139147143","0.098239742","0.111131771","0.114664683","0.435539854","0.166356762","0.138527334","0.151171439","1.593467212","Control","Memantine","C/S"
"3499_7","0.288176638","0.454273504","0.266096866","2.009259259","3.161823362","0.187606838","0.143874644","3.076353276","0.164957265","0.99017094","0.367094017","0.264245014","0.311538462","0.212393162","0.738888889","0.513390313","1.267378917","1.776068376","0.448005698","0.515954416","0.239031339","0.281623932","0.135185185","0.996581197","2.123789174","1.109116809","0.202136752","0.1997151","0.587464387","0.132336182","0.333190883","1.835185185","0.264814815","0.398433048","0.409401709","0.623504274","0.478632479","0.289458689","0.495868946","0.31994302","0.246296296","0.327065527","0.489031339","0.168195719","0.846937975","0.140672783","2.464674978","0.260644554","0.526307535","0.890378734","0.273190622","0.137849918","0.160589665","0.091821532","0.143887713","0.168352544","0.171489061","0.102407277","0.239002588","0.111660002","0.519015134","0.301654513","1.448913981","2.131106406","0.125774328","1.026581981","0.856033874","0.224104132","0.145534384","0.101387909","0.091821532","0.104759664","0.396690975","0.162471575","0.141770564","0.15643378","1.593664236","Control","Memantine","C/S"
"3499_8","0.287307033","0.457690109","0.264008005","2.003859348","3.103773585","0.185105775","0.143939394","3.060034305","0.159090909","0.997855918","0.371497999","0.254716981","0.310748999","0.208404803","0.738136078","0.505431675","1.261149228","1.829759863","0.441966838","0.516437965","0.241280732","0.276586621","0.132218411","0.987707261","2.071040595","1.102915952","0.204402516","0.200543168","0.590337336","0.133076043","0.348198971","1.846340766","0.26815323","0.411520869","0.383933676","0.617066895","0.485849057","0.294739851","0.488707833","0.319611206","0.254431103","0.355917667","0.490708977","0.173350883","0.861799319","0.144239703","2.494657789","0.261458656","0.526633633","0.894704243","0.271446268","0.141529885","0.161427687","0.109012078","0.14602044","0.172034686","0.171492722","0.109244348","0.237534841","0.120935274","0.532285537","0.313409724","1.441932487","2.13425209","0.133477857","1.058067513","0.871167544","0.227392382","0.148420564","0.10397956","0.109012078","0.112805822","0.405775782","0.154614432","0.143930009","0.156937132","1.537163208","Control","Memantine","C/S"
"3499_9","0.297349903","0.475370564","0.268153915","2.095074113","3.307081898","0.203922743","0.148824674","3.285821231","0.167689774","1.081449319","0.391076508","0.267555023","0.326246444","0.214553077","0.770774068","0.532864201","1.333283426","1.895942506","0.468932475","0.540200629","0.3031891","0.299146579","0.147926336","1.038179368","2.163946699","1.17592454","0.215601138","0.207965264","0.596945651","0.142835754","0.357239108","1.957029495","0.276089235","0.429106154","0.406947148","0.650247043","0.527923342","0.328791735","0.521934421","0.351100464","0.264261117","0.351998802","0.502620153","0.164954114","0.912149973","0.145893796","2.506235783","0.27060946","0.51235391","1.026668758","0.294297592","0.13499098","0.163934426","0.105890658","0.148952859","0.176249118","0.179935681","0.110283159","0.244725076","0.117107224","0.523648914","0.309200722","1.477919837","2.189348184","0.139618794","1.042513138","0.893403404","0.22276257","0.153815986","0.104400345","0.105890658","0.111381285","0.38528512","0.162600988","0.14510942","0.154835673","1.540591419","Control","Memantine","C/S"
"3499_10","0.252093802","0.394137353","0.255778894","1.961306533","2.85879397","0.184422111","0.140201005","2.769011725","0.155108878","0.92160804","0.317420436","0.25159129","0.299329983","0.200837521","0.720435511","0.488609715","1.197822446","1.624288107","0.450251256","0.475711893","0.274539363","0.263149079","0.13400335","0.846901173","1.759631491","1.036683417","0.205527638","0.194974874","0.544723618","0.134170854","0.321943049","1.670184255","0.262646566","0.428475712","0.40519263","0.644556114","0.488944724","0.30921273","0.500837521","0.319262982","0.259798995","0.333165829","0.539865997","0.155231388","0.767203219","0.136217304","2.386820926","0.236921529","0.467907445","0.764386318","0.259758551","0.128169014","0.146277666","0.101609658","0.150704225","0.15915493","0.166297787","0.095372233","0.220925553","0.100905433","0.511167002","0.291851107","1.340342052","2.039839034","0.134205231","1.021830986","0.811569416","0.22334004","0.166096579","0.103722334","0.101609658","0.107042254","0.364185111","0.152313883","0.159959759","0.161871227","1.386720322","Control","Memantine","C/S"
"3499_11","0.257765024","0.406144497","0.251350439","1.944463201","2.854996624","0.189061445","0.141964889","2.793720459","0.150236327","0.937542201","0.339466577","0.251688049","0.301823093","0.210499662","0.729743417","0.477380149","1.208811614","1.624409183","0.45070898","0.464382174","0.249155976","0.272619851","0.134199865","0.819885213","1.827987846","1.031735314","0.203072248","0.194125591","0.533254558","0.137238352","0.337440918","1.682478055","0.267555706","0.435347738","0.408507765","0.648717083","0.497974342","0.313133018","0.490546928","0.327987846","0.264854828","0.34166104","0.565665091","0.157701104","0.782141792","0.13542806","2.348215174","0.241026151","0.471810679","0.818037188","0.251566073","0.13512976","0.14835438","0.105498658","0.146365715","0.162772198","0.172814955","0.104504325","0.2262106","0.10649299","0.529481953","0.301580988","1.336680919","2.023764542","0.136223526","1.037585761","0.833151039","0.232276027","0.15451924","0.109973153","0.105498658","0.117728945","0.352391369","0.156309038","0.15789997","0.16436313","1.373371781","Control","Memantine","C/S"
"3499_12","0.264873254","0.426452837","0.296085532","2.018279014","2.968615278","0.196930505","0.155544059","2.909812037","0.151577858","0.970512157","0.348853251","0.251767546","0.306432143","0.205035351","0.738575616","0.487842732","1.236075185","1.640282807","0.45059493","0.481979652","0.244697362","0.287635799","0.140024142","0.862390067","1.860838076","1.053285049","0.202621142","0.230729436","0.55526815","0.138299707","0.345576824","1.730125884","0.273840317","0.449387825","0.411622694","0.638041042","0.49853423","0.323331609","0.533022935","0.335575099","0.268322125","0.349715468","0.581996896","0.158994549","0.810821724","0.137088633","2.371088229","0.249343832","0.475065617","0.871189178","0.273773471","0.134363012","0.147284474","0.108015344","0.148697759","0.169291339","0.173934989","0.110841914","0.227639814","0.109226731","0.525641026","0.300524934","1.342519685","2.088835049","0.136785786","1.049666869","0.840702604","0.230062588","0.15515849","0.111346659","0.108015344","0.113466586","0.404199475","0.158590753","0.163739148","0.164849586","1.370280638","Control","Memantine","C/S"
"3499_13","0.239489489","0.359421922","0.284346847","1.758258258","2.554992492","0.199136637","0.136448949","2.310435435","0.138513514","0.822447447","0.298798799","0.234984985","0.279654655","0.203265766","0.654091592","0.435435435","1.071321321","1.465465465","0.415915916","0.420232733","0.226539039","0.284534535","0.122747748","0.751126126","1.633258258","0.92042042","0.186186186","0.177927928","0.469406907","0.128941441","0.319069069","1.458333333","0.261824324","0.4253003","0.425112613","0.630255255","0.484421922","0.318506006","0.497935435","0.320945946","0.280780781","0.330705706","0.575075075","0.131336821","0.713332131","0.136749053","2.243009201","0.23434963","0.406458596","0.679595887","0.221360274","0.139635576","0.113296049","0.091286307","0.143424139","0.137831499","0.175717121","0.107883817","0.192134223","0.088219376","0.509832221","0.315352697","1.248060617","1.873714595","0.162547357","1.042215407","0.805520476","0.275482591","0.180588129","0.135847014","0.091286307","0.11401768","0.388598232","0.184015876","0.206206026","0.220638643","1.153526971","Control","Memantine","C/S"
"3499_14","0.246493361","0.361698148","0.236207219","1.711052927","2.545539555","0.173181223","0.155975313","2.377033851","0.140826632","0.813727324","0.297737049","0.227791285","0.278847952","0.197306901","0.653263512","0.437815598","1.07892276","1.51973069","0.412941837","0.444361324","0.213390686","0.257153544","0.13054049","0.702449972","1.597905367","0.927061904","0.188703946","0.175425472","0.471853376","0.127922199","0.315129979","1.4630634","0.267065644","0.432766037","0.437815598","0.620160838","0.485505891","0.315129979","0.515803254","0.316813166","0.279034973","0.34224799","0.596970264","0.142677674","0.710337401","0.139267767","2.202440775","0.21931084","0.410624551","0.66959799","0.208542714","0.139088299","0.124910266","0.103912419","0.143575018","0.147523331","0.177853553","0.126884422","0.192390524","0.092964824","0.532842785","0.322684853","1.283740129","1.895190237","0.170495334","1.051687006","0.836145011","0.279612347","0.190954774","0.137832017","0.103912419","0.16080402","0.366475233","0.172828428","0.212849964","0.212491027","1.14626705","Control","Memantine","C/S"
"3499_15","0.233550792","0.37054986","0.21584343","1.742963653","2.52805219","0.193849021","0.139235788","2.318732526","0.135135135","0.812301957","0.338676608","0.223112768","0.273252563","0.189934762","0.648648649","0.423112768","1.07138863","1.493755825","0.402982293","0.422367195","0.207642125","0.256477167","0.137185461","0.708480895","1.597017707","0.920969245","0.191425909","0.191425909","0.481826654","0.125256291","0.315191053","1.450139795","0.249394222","0.442311277","0.411369991","0.604846226","0.475489282","0.312581547","0.494501398","0.313699907","0.279403541","0.341286114","0.581733458","0.139261437","0.700349072","0.142384714","2.196215322","0.227264376","0.413558699","0.729377182","0.239941209","0.142935881","0.123461326","0.102516994","0.148263825","0.154326658","0.175638435","0.123093882","0.199889767","0.100128606","0.536101415","0.330883704","1.288076428","1.943046114","0.181701268","1.062465552","0.84879662","0.264743708","0.193643211","0.132647437","0.102516994","0.160389491","0.399963256","0.181333823","0.248576153","0.214771266","1.060260886","Control","Memantine","C/S"
"3507_1","0.406343337","0.596358982","0.337220879","2.559379889","5.048357275","0.233110511","0.168539326","2.430664201","0.227705874","1.436211065","0.674015076","0.332385151","0.295263832","0.255155739","0.993599772","0.732186033","1.874839994","1.288436922","0.365097426","0.732754942","0.323993742","0.351443607","0.157587825","1.450433793","3.532783388","1.314606742","0.251884511","0.258284739","0.814677855","0.157018916","0.411463519","2.620822074","0.319015787","0.463945385","0.344616697","0.799886218","0.577158299","0.348456834","0.5943678","0.419854928","0.283601195","0.381453563","0.160147916","0.214651841","1.190678969","0.157795127","0.924296191","0.299266619","0.5511395","1.246510528","0.130431354","0.15724312","0.171910733","0.122072392","0.159845438","0.199747654","0.185632048","0.123491838","0.285387588","0.150855611","0.620061509","0.284204716","1.817364561","2.455800016","0.137292012","1.170412428","0.876902452","0.210156928","0.136424572","","0.122072392","0.117735194","0.48056147","","","0.162684331","1.712404385","Control","Memantine","C/S"
"3507_2","0.396814209","0.600930364","0.332252608","2.634479842","4.967437271","0.211728221","0.166901607","2.438680575","0.22511982","1.48590358","0.689878771","0.331970679","0.298844094","0.240907809","0.979137299","0.727516211","1.823653792","1.284747674","0.381308148","0.729771638","0.324358613","0.367775585","0.158584719","1.408373273","3.521426558","1.240062024","0.250493375","0.27051029","0.809557372","0.149422047","0.397237102","2.557231463","0.315900761","0.438680575","0.365520158","0.805892303","0.572032704","0.344798421","0.571045954","0.415280519","0.279954891","0.380321398","0.164505216","0.210666458","1.186467225","0.158039001","0.927010729","0.303547654","0.542485708","1.313493617","0.123423917","0.150442478","0.171822382","0.115984024","0.157569113","0.216383429","0.187641945","0.122484141","0.277938758","0.147309891","0.601613282","0.281306289","1.837575378","2.460803508","0.134153027","1.122249197","0.873443496","0.224136581","0.133056622","","0.115984024","0.114182786","0.442477876","","","0.162424622","1.616023181","Control","Memantine","C/S"
"3507_3","0.433099097","0.635594436","0.341173096","2.710598021","5.231464219","0.219991395","0.173239639","2.451168794","0.222572781","1.4735408","0.683493475","0.333715761","0.304603471","0.243797505","1.017065825","0.762799369","1.856159472","1.317940628","0.365983078","0.755628854","0.346192457","0.373010182","0.160476122","1.403413165","3.561451312","1.258138534","0.253262584","0.258281945","0.832496773","0.158611788","0.402552703","2.613796071","0.317797218","0.469238491","0.351642048","0.794779865","0.569195468","0.349060663","0.592571347","0.423203786","0.284382619","0.420622401","0.154166069","0.213540019","1.217810819","0.157545081","0.931034483","0.303464094","0.574106295","1.4985764","0.124011389","0.151455236","0.172097438","0.116339766","0.154065169","0.206501107","0.19266055","0.120452388","0.285510914","0.152246125","0.615944321","0.284087314","1.828693451","2.444479595","0.133027523","1.147975324","0.888010123","0.224454287","0.136032901","","0.116339766","0.115390699","0.466782664","","","0.158177792","1.670120215","Control","Memantine","C/S"
"3507_4","0.367035111","0.569895969","0.307379714","2.270156047","4.448309493","0.209037711","0.169375813","2.085013004","0.2039987","1.305429129","0.677828349","0.319570871","0.273894668","0.232282185","0.879713914","0.621423927","1.660760728","1.141905072","0.365084525","0.673764629","0.330136541","0.335338101","0.160598179","1.183517555","3.262191157","1.2039987","0.247724317","0.229843953","0.732607282","0.150845254","0.374837451","2.265117035","0.298439532","0.440507152","0.342815345","0.720253576","0.535273082","0.323146944","0.55006502","0.40263329","0.272756827","0.351592978","0.164824447","0.196040804","1.105544894","0.161296839","0.974851025","0.296939703","0.542167458","1.035955964","0.123522876","0.149378851","0.164023836","0.121502878","0.16038784","0.1997778","0.184021816","0.124330876","0.286940713","0.153014847","0.587718412","0.277850722","1.707302293","2.431471569","0.141197859","1.18977881","0.851833148","0.214826785","0.150590849","","0.121502878","0.132309868","0.497020503","","","0.188162812","1.576911423","Control","Memantine","C/S"
"3507_5","0.381520119","0.580394105","0.323729094","2.405199536","4.566981288","0.216426561","0.172545123","2.151515152","0.203179334","1.377711542","0.651101176","0.322238781","0.284153005","0.23613181","0.907931777","0.628580891","1.684716013","1.239278026","0.374896506","0.685875145","0.313959265","0.348898824","0.154992548","1.18082464","3.300215267","1.203841696","0.247226362","0.237622123","0.735055473","0.150356019","0.375393277","2.279516476","0.303361484","0.433018712","0.345255837","0.751283325","0.548931942","0.330683888","0.540652426","0.387315781","0.267759563","0.360324557","0.150024839","0.199513382","1.084651257","0.157137064","0.965024331","0.295620438","0.541768045","1.180048662","0.117193836","0.153994323","0.168187348","0.121350365","0.15906326","0.212591241","0.180048662","0.126520681","0.285077048","0.149635036","0.574513382","0.279399838","1.73702352","2.40338605","0.147810219","1.166768045","0.844890511","0.224959448","0.15419708","","0.121350365","0.124493106","0.487631792","","","0.184813463","1.558191403","Control","Memantine","C/S"
"3507_6","0.400033944","0.584691107","0.326544467","2.490325866","4.56245757","0.227936185","0.172437203","2.200610998","0.211133741","1.441446029","0.655974202","0.330617787","0.291072641","0.24490835","0.926849966","0.663781399","1.748642227","1.249490835","0.378649016","0.700610998","0.346401901","0.364392396","0.158180584","1.19874406","3.526306857","1.263408011","0.249151392","0.272742702","0.771384929","0.153088934","0.384080109","2.39035981","0.309572301","0.458078751","0.335369993","0.770196877","0.558893415","0.331636117","0.566021724","0.399015614","0.282077393","0.398336728","0.160386965","0.185553546","1.111814346","0.157926462","0.951175407","0.298372514","0.526321077","1.243620655","0.118645771","0.153807515","0.16114125","0.118344384","0.154510749","0.205143661","0.178018887","0.121961021","0.288929074","0.147177014","0.590114527","0.281997187","1.751959011","2.360357645","0.142354832","1.143962226","0.857846092","0.218002813","0.155314446","","0.118344384","0.114526823","0.498292144","","","0.184348001","1.585392807","Control","Memantine","C/S"
